state,start_timestamp,end_timestamp,num_trades,avg_confidence
revenge,2025-03-04 06:01:20,2025-03-04 07:03:40,68,0.8261929545126045
overtrader,2025-03-04 07:03:50,2025-03-04 09:41:30,303,0.9999999989999999
revenge,2025-03-04 09:42:30,2025-03-04 11:40:30,119,0.8264406681697257
calm,2025-03-04 11:41:30,2025-03-04 11:41:30,1,0.9810572558507884
revenge,2025-03-04 11:42:30,2025-03-04 11:53:30,12,0.8354714108167015
calm,2025-03-04 11:54:30,2025-03-04 11:54:30,1,0.994571809959235
revenge,2025-03-04 11:55:30,2025-03-04 14:42:50,173,0.8659080229010848
overtrader,2025-03-04 14:43:10,2025-03-04 19:35:40,562,0.9999997286761098
revenge,2025-03-04 19:36:40,2025-03-04 20:40:40,65,0.8875522941893924
calm,2025-03-04 20:41:40,2025-03-04 20:48:40,8,0.8341246895548599
revenge,2025-03-04 20:49:40,2025-03-04 21:51:20,67,0.7547957859034456
overtrader,2025-03-04 21:51:30,2025-03-05 00:07:00,274,0.9999995620489188
revenge,2025-03-05 00:08:00,2025-03-05 00:29:00,22,0.7892051664013167
loss_averse,2025-03-05 00:30:00,2025-03-05 00:30:00,1,0.9999999989999999
revenge,2025-03-05 00:31:00,2025-03-05 00:59:10,34,0.8242526282531404
overtrader,2025-03-05 00:59:20,2025-03-05 01:05:20,7,0.9999999989999999
revenge,2025-03-05 01:06:20,2025-03-05 03:44:20,159,0.8456906648633443
calm,2025-03-05 03:45:20,2025-03-05 03:45:20,1,0.7488956928965129
revenge,2025-03-05 03:46:20,2025-03-05 06:29:20,164,0.8466887597782726
loss_averse,2025-03-05 06:30:20,2025-03-05 06:30:20,1,0.9746533544979881
revenge,2025-03-05 06:31:20,2025-03-05 06:31:20,1,0.8969510551834485
loss_averse,2025-03-05 06:32:20,2025-03-05 06:33:20,2,0.8836454420627344
revenge,2025-03-05 06:34:20,2025-03-05 06:34:20,1,0.7184914831592645
loss_averse,2025-03-05 06:35:20,2025-03-05 06:35:20,1,0.9972902210006623
revenge,2025-03-05 06:36:20,2025-03-05 06:55:20,20,0.8811570368663144
calm,2025-03-05 06:56:20,2025-03-05 06:56:20,1,0.9848349404051376
revenge,2025-03-05 06:57:20,2025-03-05 07:04:20,8,0.8655229505560158
calm,2025-03-05 07:05:20,2025-03-05 07:05:20,1,0.9675834169749167
revenge,2025-03-05 07:06:20,2025-03-05 07:42:30,42,0.830914438226188
overtrader,2025-03-05 07:43:00,2025-03-05 07:55:20,17,0.9999999989999999
revenge,2025-03-05 07:56:20,2025-03-05 07:57:20,2,0.8933474859288175
loss_averse,2025-03-05 07:58:20,2025-03-05 08:01:20,4,0.9939727329457695
revenge,2025-03-05 08:02:20,2025-03-05 08:21:20,20,0.5324460451157503
loss_averse,2025-03-05 08:22:20,2025-03-05 08:33:20,12,0.9661754616644518
revenge,2025-03-05 08:34:20,2025-03-05 08:48:20,15,0.8894494991614726
loss_averse,2025-03-05 08:49:20,2025-03-05 09:00:20,12,0.9821249480096093
revenge,2025-03-05 09:01:20,2025-03-05 09:10:20,10,0.8948099360473657
calm,2025-03-05 09:11:20,2025-03-05 09:11:20,1,0.9047138964484606
revenge,2025-03-05 09:12:20,2025-03-05 09:49:50,39,0.8524323708918774
loss_averse,2025-03-05 09:50:00,2025-03-05 09:52:40,7,0.8531749222743411
overtrader,2025-03-05 09:53:00,2025-03-05 10:05:50,16,0.9999999989999999
revenge,2025-03-05 10:06:50,2025-03-05 10:12:50,10,0.7838379059352036
overtrader,2025-03-05 10:13:00,2025-03-05 10:13:00,1,0.9658949724715209
revenge,2025-03-05 10:14:00,2025-03-05 10:14:20,2,0.790546455080268
overtrader,2025-03-05 10:14:30,2025-03-05 11:22:30,134,0.9999999989999999
loss_averse,2025-03-05 11:23:30,2025-03-05 11:28:30,6,0.9999999989999999
overtrader,2025-03-05 11:29:30,2025-03-05 11:32:30,4,0.9848872230718109
revenge,2025-03-05 11:33:30,2025-03-05 11:35:30,3,0.7602993502347202
calm,2025-03-05 11:36:30,2025-03-05 11:36:30,1,0.9990520244313876
revenge,2025-03-05 11:37:30,2025-03-05 11:46:30,10,0.7341669673237116
calm,2025-03-05 11:47:30,2025-03-05 11:47:30,1,0.852065392482403
revenge,2025-03-05 11:48:30,2025-03-05 11:50:30,3,0.6355425909059086
calm,2025-03-05 11:51:30,2025-03-05 11:51:30,1,0.5388346308253971
revenge,2025-03-05 11:52:30,2025-03-05 11:52:30,1,0.4044217869885002
loss_averse,2025-03-05 11:53:30,2025-03-05 11:57:30,5,0.8579972633324079
revenge,2025-03-05 11:58:30,2025-03-05 16:12:30,255,0.8400405685641673
loss_averse,2025-03-05 16:13:30,2025-03-05 16:15:30,3,0.9923753694377764
revenge,2025-03-05 16:16:30,2025-03-05 17:34:30,79,0.8923838181056483
calm,2025-03-05 17:35:30,2025-03-05 17:36:30,2,0.9514470159119044
revenge,2025-03-05 17:37:30,2025-03-05 20:02:10,150,0.841153818542378
overtrader,2025-03-05 20:02:20,2025-03-05 20:27:10,39,0.999998294624061
revenge,2025-03-05 20:28:10,2025-03-05 20:43:10,16,0.7737528256771792
calm,2025-03-05 20:44:10,2025-03-05 20:44:10,1,0.6275339023179777
revenge,2025-03-05 20:45:10,2025-03-05 21:13:10,29,0.8864771006858674
calm,2025-03-05 21:14:10,2025-03-05 21:14:10,1,0.996035781202808
revenge,2025-03-05 21:15:10,2025-03-05 23:01:10,107,0.8855766676776995
calm,2025-03-05 23:02:10,2025-03-05 23:02:10,1,0.9822515923304884
revenge,2025-03-05 23:03:10,2025-03-06 01:27:20,150,0.8524068669489349
overtrader,2025-03-06 01:27:40,2025-03-06 04:12:00,302,0.999999998999902
revenge,2025-03-06 04:13:00,2025-03-06 05:57:00,105,0.8532071170662295
calm,2025-03-06 05:58:00,2025-03-06 05:58:00,1,0.9999825349618836
revenge,2025-03-06 05:59:00,2025-03-06 06:11:00,13,0.8633669059929404
calm,2025-03-06 06:12:00,2025-03-06 06:12:00,1,0.6707542917191203
revenge,2025-03-06 06:13:00,2025-03-06 06:45:00,33,0.7977166999345536
loss_averse,2025-03-06 06:46:00,2025-03-06 06:46:00,1,0.6393194314942785
revenge,2025-03-06 06:47:00,2025-03-06 09:50:00,184,0.8597997945857265
calm,2025-03-06 09:51:00,2025-03-06 09:51:00,1,0.9775959532725684
revenge,2025-03-06 09:52:00,2025-03-06 11:07:00,76,0.8285608813667387
calm,2025-03-06 11:08:00,2025-03-06 11:08:00,1,0.9926852736719705
revenge,2025-03-06 11:09:00,2025-03-06 11:16:00,8,0.8338836763034383
calm,2025-03-06 11:17:00,2025-03-06 11:17:00,1,0.9983089972053093
revenge,2025-03-06 11:18:00,2025-03-06 11:20:00,3,0.8113855041224444
calm,2025-03-06 11:21:00,2025-03-06 11:21:00,1,0.9998488711765147
revenge,2025-03-06 11:22:00,2025-03-06 14:38:00,197,0.8480351774402082
calm,2025-03-06 14:39:00,2025-03-06 14:39:00,1,0.5877708790831458
revenge,2025-03-06 14:40:00,2025-03-06 14:46:00,7,0.8322555178536868
loss_averse,2025-03-06 14:47:00,2025-03-06 14:53:10,12,0.9999994203597952
overtrader,2025-03-06 14:53:20,2025-03-06 17:55:10,338,0.9995114695313517
revenge,2025-03-06 17:56:10,2025-03-06 18:25:10,30,0.8538085204509998
calm,2025-03-06 18:26:10,2025-03-06 18:26:10,1,0.9918594642791629
revenge,2025-03-06 18:27:10,2025-03-06 19:29:10,63,0.8327851086288407
calm,2025-03-06 19:30:10,2025-03-06 19:30:10,1,0.9995962525045756
revenge,2025-03-06 19:31:10,2025-03-06 19:46:10,16,0.8645345022692995
calm,2025-03-06 19:47:10,2025-03-06 19:47:10,1,0.7386605800253084
revenge,2025-03-06 19:48:10,2025-03-06 21:57:10,130,0.8517606658004335
calm,2025-03-06 21:58:10,2025-03-06 21:58:10,1,0.9991221966549236
revenge,2025-03-06 21:59:10,2025-03-06 22:43:10,45,0.8725510023505153
loss_averse,2025-03-06 22:44:10,2025-03-06 22:44:10,1,0.999772483347122
revenge,2025-03-06 22:45:10,2025-03-06 23:44:10,60,0.8527992489035086
calm,2025-03-06 23:45:10,2025-03-06 23:45:10,1,0.989245654124302
revenge,2025-03-06 23:46:10,2025-03-06 23:52:50,9,0.8629991686404337
